Row Labels,Sum of usa_gross_profit,Sum of usa_gross_income,Sum of budget,Sum of avg_vote,Year,Row Labels,
The Fall,-27733095,2266905,30000000,7.9,2006,The Fall,
The Good German,-30691304,1308696,32000000,6,2006,The Good German,
Garfield: A Tale of Two Kitties,-31573253,28426747,60000000,5,2006,Garfield: A Tale of Two Kitties,
Stormbreaker,-39322354,677646,40000000,5.1,2006,Stormbreaker,
Children of Men,-40447617,35552383,76000000,7.9,2006,Children of Men,
The Wild,-42615954,37384046,80000000,5.3,2006,The Wild,
Blood Diamond,-42622084,57377916,100000000,8,2006,Blood Diamond,
Flyboys,-46909370,13090630,60000000,6.5,2006,Flyboys,
All the King's Men,-47778542,7221458,55000000,6.2,2006,All the King's Men,
Goya's Ghosts,-48999374,1000626,50000000,6.9,2006,Goya's Ghosts,
The Good Shepherd,-50047165,59952835,110000000,6.7,2006,The Good Shepherd,
Flags of Our Fathers,-56397624,33602376,90000000,7,2006,Flags of Our Fathers,
Perfume: The Story of a Murderer,-57776707,2223293,60000000,7.5,2006,Perfume: The Story of a Murderer,
Basic Instinct 2,-64028664,5971336,70000000,4.3,2006,Basic Instinct 2,
Superman Returns,-69918808,200081192,270000000,6,2006,Superman Returns,
Arthur et les Minimoys,-70867237,15132763,86000000,6,2006,Arthur et les Minimoys,
Miami Vice,-71549530,63450470,135000000,6,2006,Miami Vice,
Flushed Away,-84334328,64665672,149000000,6.6,2006,Flushed Away,
Poseidon,-99325183,60674817,160000000,5.7,2006,Poseidon,
Transformers,169246193,319246193,150000000,7,2007,Transformers,
Shrek the Third,162719944,322719944,160000000,6.1,2007,Shrek the Third,
Alvin and the Chipmunks,157326974,217326974,60000000,5.2,2007,Alvin and the Chipmunks,
Harry Potter and the Order of the Phoenix,142353413,292353413,150000000,7.5,2007,Harry Potter and the Order of the Phoenix,
Juno,135995265,143495265,7500000,7.4,2007,Juno,
Knocked Up,118768917,148768917,30000000,6.9,2007,Knocked Up,
The Bourne Ultimatum,117471070,227471070,110000000,8,2007,The Bourne Ultimatum,
The Simpsons Movie,108135014,183135014,75000000,7.3,2007,The Simpsons Movie,
Paranormal Activity,107903810,107918810,15000,6.3,2007,Paranormal Activity,
I Am Legend,106393010,256393010,150000000,7.2,2007,I Am Legend,
Superbad,101463226,121463226,20000000,7.6,2007,Superbad,
National Treasure: Book of Secrets,89964115,219964115,130000000,6.5,2007,National Treasure: Book of Secrets,
Spider-Man 3,78530303,336530303,258000000,6.2,2007,Spider-Man 3,
The Game Plan,68648202,90648202,22000000,6.1,2007,The Game Plan,
Bridge to Terabithia,65272442,82272442,17000000,7.1,2007,Bridge to Terabithia,
Disturbia,60209692,80209692,20000000,6.8,2007,Disturbia,
Blades of Glory,57594548,118594548,61000000,6.3,2007,Blades of Glory,
Ratatouille,56445654,206445654,150000000,8,2007,Ratatouille,
Saw IV,53300095,63300095,10000000,5.9,2007,Saw IV,
No Country for Old Men,49283625,74283625,25000000,8.1,2007,No Country for Old Men,
The Bucket List,48466502,93466502,45000000,7.4,2007,The Bucket List,
Stomp the Yard,48356221,61356221,13000000,5.4,2007,Stomp the Yard,
1408,46985628,71985628,25000000,6.8,2007,1408,
Hairspray,43871849,118871849,75000000,6.6,2007,Hairspray,
Halloween,43272029,58272029,15000000,6.1,2007,Halloween,
Enchanted,42807262,127807262,85000000,7,2007,Enchanted,
Why Did I Get Married?,40204525,55204525,15000000,5.9,2007,Why Did I Get Married?,
Norbit,35673607,95673607,60000000,4.1,2007,Norbit,
I Now Pronounce You Chuck & Larry,35059556,120059556,85000000,5.9,2007,I Now Pronounce You Chuck & Larry,
Ocean's Thirteen,32154724,117154724,85000000,6.9,2007,Ocean's Thirteen,
American Gangster,30164645,130164645,100000000,7.8,2007,American Gangster,
Premonition,27852604,47852604,20000000,5.9,2007,Premonition,
Live Free or Die Hard,24529403,134529403,110000000,7.1,2007,Live Free or Die Hard,
Michael Clayton,24033882,49033882,25000000,7.2,2007,Michael Clayton,
P.S. I Love You,23695808,53695808,30000000,7,2007,P.S. I Love You,
Dan in Real Life,22642963,47642963,25000000,6.7,2007,Dan in Real Life,
Are We Done Yet?,21662533,49662533,28000000,4.2,2007,Are We Done Yet?,
Atonement,20927067,50927067,30000000,7.8,2007,Atonement,
TMNT,20149098,54149098,34000000,6.2,2007,TMNT,
Epic Movie,19739367,39739367,20000000,2.4,2007,Epic Movie,
The Messengers,19374833,35374833,16000000,5.4,2007,The Messengers,
Waitress,17574800,19074800,1500000,7,2007,Waitress,
Hitman,15687694,39687694,24000000,6.3,2007,Hitman,
Freedom Writers,15605602,36605602,21000000,7.5,2007,Freedom Writers,
The Great Debaters,15236407,30236407,15000000,7.5,2007,The Great Debaters,
There Will Be Blood,15222514,40222514,25000000,8.2,2007,There Will Be Blood,
No Reservations,15107979,43107979,28000000,6.3,2007,No Reservations,
Music and Lyrics,10572589,50572589,40000000,6.5,2007,Music and Lyrics,
Reno 911!: Miami,10342161,20342161,10000000,5.9,2007,Reno 911!: Miami,
Good Luck Chuck,10017297,35017297,25000000,5.6,2007,Good Luck Chuck,
30 Days of Night,9569000,39569000,30000000,6.6,2007,30 Days of Night,
Pirates of the Caribbean: At World's End,9420425,309420425,300000000,7.1,2007,Pirates of the Caribbean: At World's End,
License to Wed,8799818,43799818,35000000,5.3,2007,License to Wed,
Mr. Brooks,8549298,28549298,20000000,7.3,2007,Mr. Brooks,
Mr. Bean's Holiday,8302167,33302167,25000000,6.4,2007,Mr. Bean's Holiday,
The Mist,7594957,25594957,18000000,7.1,2007,The Mist,
We Own the Night,7563179,28563179,21000000,6.8,2007,We Own the Night,
Hostel: Part II,7409452,17609452,10200000,5.5,2007,Hostel: Part II,
Daddy Day Camp,7235267,13235267,6000000,3.1,2007,Daddy Day Camp,
The Hitcher,6472961,16472961,10000000,5.6,2007,The Hitcher,
The Nanny Diaries,5930652,25930652,20000000,6.2,2007,The Nanny Diaries,
The Hills Have Eyes II,5804166,20804166,15000000,5.1,2007,The Hills Have Eyes II,
Ghost Rider,5802596,115802596,110000000,5.2,2007,Ghost Rider,
Awake,5777198,14377198,8600000,6.5,2007,Awake,
Resident Evil: Extinction,5648679,50648679,45000000,6.3,2007,Resident Evil: Extinction,
Nancy Drew,5612520,25612520,20000000,5.9,2007,Nancy Drew,
The Visitor,5427089,9427089,4000000,7.6,2007,The Visitor,
The Number 23,5193167,35193167,30000000,6.4,2007,The Number 23,
Aqua Teen Hunger Force Colon Movie Film for Theaters,4770368,5520368,750000,6.7,2007,Aqua Teen Hunger Force Colon Movie Film for Theaters,
Mr. Woodcock,3799486,25799486,22000000,5.1,2007,Mr. Woodcock,
Into the Wild,3354356,18354356,15000000,8.1,2007,Into the Wild,
Sweeney Todd: The Demon Barber of Fleet Street,2898073,52898073,50000000,7.3,2007,Sweeney Todd: The Demon Barber of Fleet Street,
4: Rise of the Silver Surfer,1921738,131921738,130000000,5.6,2007,4: Rise of the Silver Surfer,
AVPR: Aliens vs Predator - Requiem,1797066,41797066,40000000,4.7,2007,AVPR: Aliens vs Predator - Requiem,
August Rush,1664162,31664162,30000000,7.5,2007,August Rush,
I Think I Love My Wife,1550605,12550605,11000000,5.5,2007,I Think I Love My Wife,
Gone Baby Gone,1292962,20292962,19000000,7.6,2007,Gone Baby Gone,
In the Land of Women,1052958,11052958,10000000,6.4,2007,In the Land of Women,
Vacancy,363565,19363565,19000000,6.2,2007,Vacancy,
The Signal,201150,251150,50000,6,2007,The Signal,
Rush Hour 3,125968,140125968,140000000,6.2,2007,Rush Hour 3,
Reign Over Me,-338013,19661987,20000000,7.4,2007,Reign Over Me,
Death at a Funeral,-419572,8580428,9000000,7.4,2007,Death at a Funeral,
He Was a Quiet Man,-597569,2431,600000,6.8,2007,He Was a Quiet Man,
Georgia Rule,-896928,19103072,20000000,5.8,2007,Georgia Rule,
Diary of the Dead,-1041039,958961,2000000,5.6,2007,Diary of the Dead,
Who's Your Caddy?,-1286575,5713425,7000000,2.2,2007,Who's Your Caddy?,
My Name Is Bruce,-1326934,173066,1500000,6.2,2007,My Name Is Bruce,
3:10 to Yuma,-1393084,53606916,55000000,7.7,2007,3:10 to Yuma,
You Kill Me,-1570633,2429367,4000000,6.5,2007,You Kill Me,
Paranoid Park,-2513233,486767,3000000,6.7,2007,Paranoid Park,
War,-2513591,22486409,25000000,6.2,2007,War,
Dead Silence,-3190924,16809076,20000000,6.2,2007,Dead Silence,
December Boys,-3949285,50715,4000000,6.5,2007,December Boys,
Run Fatboy Run,-3996738,6003262,10000000,6.6,2007,Run Fatboy Run,
P2,-4004982,3995018,8000000,5.9,2007,P2,
The Darjeeling Limited,-4097285,11902715,16000000,7.2,2007,The Darjeeling Limited,
Savage Grace,-4164254,435746,4600000,5.8,2007,Savage Grace,
The Ten,-4480274,769726,5250000,5,2007,The Ten,
I Know Who Killed Me,-4501284,7498716,12000000,3.6,2007,I Know Who Killed Me,
Sydney White,-4607585,11892415,16500000,6.2,2007,Sydney White,
Youth Without Youth,-4755603,244397,5000000,6.2,2007,Youth Without Youth,
Redacted,-4934612,65388,5000000,6.1,2007,Redacted,
Sex and Death 101,-4976376,23624,5000000,6,2007,Sex and Death 101,
Rocket Science,-5285057,714943,6000000,6.6,2007,Rocket Science,
Wind Chill,-5963196,36804,6000000,5.8,2007,Wind Chill,
Lars and the Real Girl,-6027116,5972884,12000000,7.3,2007,Lars and the Real Girl,
The Comebacks,-6650073,13349927,20000000,4.3,2007,The Comebacks,
A Mighty Heart,-6823213,9176787,16000000,6.6,2007,A Mighty Heart,
Battle in Seattle,-7775831,224169,8000000,6.7,2007,Battle in Seattle,
Margot at the Wedding,-8040580,1959420,10000000,6,2007,Margot at the Wedding,
Charlie Bartlett,-8048301,3951699,12000000,7,2007,Charlie Bartlett,
Charlie Wilson's War,-8338905,66661095,75000000,7,2007,Charlie Wilson's War,
The Brothers Solomon,-9099074,900926,10000000,5.3,2007,The Brothers Solomon,
My Blueberry Nights,-9132725,867275,10000000,6.6,2007,My Blueberry Nights,
The Invisible,-9421091,20578909,30000000,6.2,2007,The Invisible,
King of California,-9731539,268461,10000000,6.6,2007,King of California,
Resurrecting the Champ,-9827427,3172573,13000000,6.7,2007,Resurrecting the Champ,
The Air I Breathe,-9974225,25775,10000000,6.8,2007,The Air I Breathe,
Bratz,-9989791,10010209,20000000,3.1,2007,Bratz,
Death Sentence,-10465742,9534258,20000000,6.8,2007,Death Sentence,
Reservation Road,-10878006,121994,11000000,6.7,2007,Reservation Road,
Before the Devil Knows You're Dead,-10915773,7084227,18000000,7.3,2007,Before the Devil Knows You're Dead,
The Lookout,-11399415,4600585,16000000,7,2007,The Lookout,
Blood and Chocolate,-11473153,3526847,15000000,5.4,2007,Blood and Chocolate,
Trade,-11785693,214307,12000000,7.4,2007,Trade,
Code Name: The Cleaner,-11864976,8135024,20000000,4.6,2007,Code Name: The Cleaner,
The Life Before Her Eyes,-12696561,303439,13000000,6.3,2007,The Life Before Her Eyes,
Things We Lost in the Fire,-12712685,3287315,16000000,7.2,2007,Things We Lost in the Fire,
88 Minutes,-12786533,17213467,30000000,5.9,2007,88 Minutes,
Funny Games,-13705081,1294919,15000000,6.6,2007,Funny Games,
Shooter,-13996418,47003582,61000000,7.2,2007,Shooter,
Captivity,-14373200,2626800,17000000,4.7,2007,Captivity,
The Reaping,-14873786,25126214,40000000,5.6,2007,The Reaping,
I'm Not There,-15982391,4017609,20000000,6.9,2007,I'm Not There,
Walk Hard: The Dewey Cox Story,-16682849,18317151,35000000,6.8,2007,Walk Hard: The Dewey Cox Story,
Rendition,-17763955,9736045,27500000,6.8,2007,Rendition,
Silk,-18896925,1103075,20000000,5.9,2007,Silk,
Martian Child,-19499690,7500310,27000000,6.8,2007,Martian Child,
Lions for Lambs,-19997146,15002854,35000000,6.2,2007,Lions for Lambs,
Across the Universe,-20397709,24602291,45000000,7.3,2007,Across the Universe,
Hannibal Rising,-22329014,27670986,50000000,6.2,2007,Hannibal Rising,
The Kingdom,-22463222,47536778,70000000,7,2007,The Kingdom,
The Heartbreak Kid,-23212743,36787257,60000000,5.8,2007,The Heartbreak Kid,
Bee Movie,-23368723,126631277,150000000,6.1,2007,Bee Movie,
The Hunting Party,-24030131,969869,25000000,6.8,2007,The Hunting Party,
The Assassination of Jesse James by the Coward Robert Ford,-26090851,3909149,30000000,7.5,2007,The Assassination of Jesse James by the Coward Robert Ford,
Shoot 'Em Up,-26192861,12807139,39000000,6.7,2007,Shoot 'Em Up,
Fred Claus,-27993223,72006777,100000000,5.6,2007,Fred Claus,
Stardust,-31365062,38634938,70000000,7.6,2007,Stardust,
Zodiac,-31919916,33080084,65000000,7.7,2007,Zodiac,
Mr. Magorium's Wonder Emporium,-32938445,32061555,65000000,6.2,2007,Mr. Magorium's Wonder Emporium,
The Brave One,-33206196,36793804,70000000,6.7,2007,The Brave One,
Pathfinder,-34767919,10232081,45000000,5.4,2007,Pathfinder,
The Seeker: The Dark Is Rising,-36205548,8794452,45000000,4.8,2007,The Seeker: The Dark Is Rising,
Perfect Stranger,-36810051,23984949,60795000,5.7,2007,Perfect Stranger,
Elizabeth: The Golden Age,-38616491,16383509,55000000,6.8,2007,Elizabeth: The Golden Age,
Love in the Time of Cholera,-40392392,4607608,45000000,6.4,2007,Love in the Time of Cholera,
Surf's Up,-41132306,58867694,100000000,6.7,2007,Surf's Up,
Grindhouse,-41962103,25037897,67000000,7.5,2007,Grindhouse,
Lucky You,-49241050,5758950,55000000,5.9,2007,Lucky You,
Next,-51788987,18211013,70000000,6.2,2007,Next,
Meet the Robinsons,-52177829,97822171,150000000,6.8,2007,Meet the Robinsons,
In the Name of the King: A Dungeon Siege Tale,-55224344,4775656,60000000,3.8,2007,In the Name of the King: A Dungeon Siege Tale,
The Invasion,-64925809,15074191,80000000,5.9,2007,The Invasion,
Beowulf,-67719421,82280579,150000000,6.2,2007,Beowulf,
Evan Almighty,-74537702,100462298,175000000,5.4,2007,Evan Almighty,
The Golden Compass,-109892272,70107728,180000000,6.1,2007,The Golden Compass,
The Dark Knight,350234033,535234033,185000000,9,2008,The Dark Knight,
Iron Man,179034126,319034126,140000000,7.9,2008,Iron Man,
Twilight,156962473,193962473,37000000,5.2,2008,Twilight,
Indiana Jones and the Kingdom of the Crystal Skull,132101119,317101119,185000000,6.1,2008,Indiana Jones and the Kingdom of the Crystal Skull,
Slumdog Millionaire,126319928,141319928,15000000,8,2008,Slumdog Millionaire,
Taken,120000989,145000989,25000000,7.8,2008,Taken,
Gran Torino,115095302,148095302,33000000,8.1,2008,Gran Torino,
Mamma Mia!,92169664,144169664,52000000,6.4,2008,Mamma Mia!,
Sex and the City,87647258,152647258,65000000,5.6,2008,Sex and the City,
Kung Fu Panda,85434591,215434591,130000000,7.5,2008,Kung Fu Panda,
Marley & Me,83153751,143153751,60000000,7.1,2008,Marley & Me,
High School Musical 3: Senior Year,79559416,90559416,11000000,4.8,2008,High School Musical 3: Senior Year,
Hancock,77946274,227946274,150000000,6.4,2008,Hancock,
Beverly Hills Chihuahua,74514402,94514402,20000000,3.8,2008,Beverly Hills Chihuahua,
Horton Hears a Who!,69529439,154529439,85000000,6.8,2008,Horton Hears a Who!,
Pineapple Express,60341380,87341380,27000000,6.9,2008,Pineapple Express,
Wanted,59508551,134508551,75000000,6.7,2008,Wanted,
Cloverfield,55048433,80048433,25000000,7,2008,Cloverfield,
Get Smart,50319208,130319208,80000000,6.5,2008,Get Smart,
27 Dresses,46808654,76808654,30000000,6.1,2008,27 Dresses,
21,46159365,81159365,35000000,6.8,2008,21,
Saw V,45946769,56746769,10800000,5.8,2008,Saw V,
What Happens in Vegas,45277646,80277646,35000000,6.1,2008,What Happens in Vegas,
WALL·E,43808164,223808164,180000000,8.4,2008,WALL·E,
The Strangers,43597610,52597610,9000000,6.2,2008,The Strangers,
Journey to the Center of the Earth,41704370,101704370,60000000,5.8,2008,Journey to the Center of the Earth,
Step Up 2: The Streets,40517783,58017783,17500000,6.2,2008,Step Up 2: The Streets,
Four Christmases,40146040,120146040,80000000,5.7,2008,Four Christmases,
Role Models,39294270,67294270,28000000,6.8,2008,Role Models,
Step Brothers,35468793,100468793,65000000,6.9,2008,Step Brothers,
Forgetting Sarah Marshall,33172463,63172463,30000000,7.1,2008,Forgetting Sarah Marshall,
Fireproof,32956317,33456317,500000,6.5,2008,Fireproof,
Vantage Point,32266306,72266306,40000000,6.6,2008,Vantage Point,
Baby Mama,30494212,60494212,30000000,6,2008,Baby Mama,
Bedtime Stories,30101975,110101975,80000000,6,2008,Bedtime Stories,
Madagascar: Escape 2 Africa,30010950,180010950,150000000,6.6,2008,Madagascar: Escape 2 Africa,
Yes Man,27690976,97690976,70000000,6.8,2008,Yes Man,
The Secret Life of Bees,26770162,37770162,11000000,7.3,2008,The Secret Life of Bees,
Star Wars: The Clone Wars,26661554,35161554,8500000,5.9,2008,Star Wars: The Clone Wars,
Harold & Kumar Escape from Guantanamo Bay,26108728,38108728,12000000,6.6,2008,Harold & Kumar Escape from Guantanamo Bay,
Prom Night,23869350,43869350,20000000,3.9,2008,Prom Night,
Burn After Reading,23355347,60355347,37000000,7,2008,Burn After Reading,
The House Bunny,23237389,48237389,25000000,5.5,2008,The House Bunny,
Nick and Norah's Infinite Playlist,21487293,31487293,10000000,6.6,2008,Nick and Norah's Infinite Playlist,
Eagle Eye,21440743,101440743,80000000,6.6,2008,Eagle Eye,
The Wrestler,20238243,26238243,6000000,7.9,2008,The Wrestler,
Quarantine,19691811,31691811,12000000,5.9,2008,Quarantine,
The Eye,19418697,31418697,12000000,5.4,2008,The Eye,
Lakeview Terrace,19263506,39263506,20000000,6.1,2008,Lakeview Terrace,
Tropic Thunder,18515313,110515313,92000000,7,2008,Tropic Thunder,
Shutter,17928550,25928550,8000000,5.2,2008,Shutter,
The Sisterhood of the Traveling Pants 2,17089964,44089964,27000000,6.2,2008,The Sisterhood of the Traveling Pants 2,
The Happening,16506874,64506874,48000000,5,2008,The Happening,
Seven Pounds,14951824,69951824,55000000,7.6,2008,Seven Pounds,
Doubt,13446470,33446470,20000000,7.5,2008,Doubt,
Nights in Rodanthe,11850659,41850659,30000000,6,2008,Nights in Rodanthe,
Milk,11841299,31841299,20000000,7.5,2008,Milk,
Nim's Island,11006762,48006762,37000000,6,2008,Nim's Island,
The Women,10902075,26902075,16000000,5,2008,The Women,
The Bank Job,10060660,30060660,20000000,7.2,2008,The Bank Job,
You Don't Mess with the Zohan,10018837,100018837,90000000,5.5,2008,You Don't Mess with the Zohan,
The Ruins,9432844,17432844,8000000,5.8,2008,The Ruins,
Meet the Spartans,8233676,38233676,30000000,2.8,2008,Meet the Spartans,
Valkyrie,8077833,83077833,75000000,7.1,2008,Valkyrie,
Vicky Cristina Barcelona,7716709,23216709,15500000,7.1,2008,Vicky Cristina Barcelona,
Zack and Miri Make a Porno,7457946,31457946,24000000,6.5,2008,Zack and Miri Make a Porno,
"Welcome Home, Roscoe Jenkins",7436517,42436517,35000000,5.5,2008,"Welcome Home, Roscoe Jenkins",
One Missed Call,6890041,26890041,20000000,4,2008,One Missed Call,
Street Kings,6418667,26418667,20000000,6.8,2008,Street Kings,
Made of Honor,6012734,46012734,40000000,5.9,2008,Made of Honor,
Max Payne,5689393,40689393,35000000,5.4,2008,Max Payne,
Never Back Down,4850922,24850922,20000000,6.6,2008,Never Back Down,
Sunshine Cleaning,4062558,12062558,8000000,6.8,2008,Sunshine Cleaning,
The Reader,2194407,34194407,32000000,7.6,2008,The Reader,
The Hurt Locker,2017811,17017811,15000000,7.6,2008,The Hurt Locker,
Transporter 3,1715062,31715062,30000000,6.1,2008,Transporter 3,
