original_title,year,genre 1 kaggle,genre 2 kaggle,genre 3 kaggle,duration,country,language_1,director,writer,actors,actors_1,actors_f2,description,desc35,avg_vote,Budget - Inflation Adjusted, USA Gross Income - Inflation Adjusted ,USA_Profit, WW Gross Income - Inflation Adjusted ,WorldWide_Profit
The Score,2001,Action, Crime, Drama,124,"Germany, Canada, USA",English,Frank Oz,"Daniel E. Taylor, Kario Salem","Robert De Niro, Edward Norton, Marlon Brando, Angela Bassett, Gary Farmer, Paul Soles, Jamie Harrold, Serge Houde, Jean-René Ouellet, Martin Drainville, Claude Despins, Richard Waugh, Mark Camacho, Marie-Josée Colburn, Gavin Svensson",Robert De Niro,"Robert De Niro, Edward Norton",An aging thief hopes to retire and live off his ill-gotten wealth when a young kid convinces him into doing one last heist.,An aging thief hopes to retire,6.8,"$99,374,071.15 ","$103,915,628.41 ","$35,915,628.41 ","$166,966,201.18 ","$67,592,130.03 "
The Skeleton Key,2005,Drama, Horror, Mystery,104,"USA, Germany",English,Iain Softley,Ehren Kruger,"Kate Hudson, Gena Rowlands, John Hurt, Peter Sarsgaard, Joy Bryant, Maxine Barnett, Fahnlohnee R. Harris, Marion Zinser, Deneen Tyler, Ann Dalrymple, Trula M. Marcus, Tonya Staten, Thomas Uskali, Jen Apgar, Forrest Landis",Kate Hudson,"Kate Hudson, Gena Rowlands",A hospice nurse working at a spooky New Orleans plantation home finds herself entangled in a mystery involving the house's dark past.,A hospice nurse working at a spooky,6.5,"$56,983,476.70 ","$63,487,166.55 ","$20,487,166.55 ","$124,547,209.37 ","$67,563,732.67 "
Divine Secrets of the Ya-Ya Sisterhood,2002,Drama,,,116,USA,English,Callie Khouri,"Rebecca Wells, Mark Andrus","Sandra Bullock, Ellen Burstyn, Fionnula Flanagan, James Garner, Cherry Jones, Ashley Judd, Shirley Knight, Angus Macfadyen, Maggie Smith, Jacqueline McKenzie, Katy Selverstone, Kiersten Warren, David Lee Smith, Gina McKee, Matthew Settle",Sandra Bullock,"Sandra Bullock, Ellen Burstyn","After years of mother-daughter tension, Siddalee receives a scrapbook detailing the wild adventures of the ""Ya-Yas"", her mother's girlhood friends.",After years of mother-daughter,6.1,"$38,843,229.57 ","$100,127,798.39 ","$73,127,798.39 ","$106,227,946.32 ","$67,384,716.75 "
Spy Kids 4: All the Time in the World,2011,Action, Adventure, Comedy,89,USA,English,Robert Rodriguez,Robert Rodriguez,"Jessica Alba, Joel McHale, Rowan Blanchard, Mason Cook, Jeremy Piven, Alexa PenaVega, Daryl Sabara, Danny Trejo, Belle Solorzano, Genny Solorzano, Ricky Gervais, Elmo, Jett Good, Chuck Cureau, Albert Im",Jessica Alba,"Jessica Alba, Joel McHale","A retired spy is called back into action, and to bond with her new step-children, she invites them along for the adventure to stop the evil Timekeeper from taking over the world.",A retired spy is called back into,3.5,"$31,065,742.27 ","$44,341,385.77 ","$17,341,385.77 ","$98,448,844.51 ","$67,383,102.24 "
Meet the Spartans,2008,Comedy,,,87,USA,English,"Jason Friedberg, Aaron Seltzer","Jason Friedberg, Aaron Seltzer","Sean Maguire, Carmen Electra, Ken Davitian, Kevin Sorbo, Diedrich Bader, Method Man, Jareb Dauplaise, Travis Van Winkle, Phil Morris, Jim Piddock, Nicole Parker, Ike Barinholtz, Crista Flanagan, Hunter Clary, Emily Wilson",Sean Maguire,"Sean Maguire, Carmen Electra","Emperor Kuzco is turned into a llama by his ex-administrator Yzma, and must now regain his throne with the help of Pacha, the gentle llama herder.",Emperor Kuzco is turned into a,2.8,"$36,062,340.05 ","$45,959,860.84 ","$15,959,860.84 ","$103,255,606.94 ","$67,193,266.89 "
Riddick,2013,Action, Adventure, Sci-Fi,119,"Canada, USA",English,David Twohy,"David Twohy, Jim Wheat","Vin Diesel, Jordi Mollà, Matt Nable, Katee Sackhoff, Dave Bautista, Bokeem Woodbine, Raoul Max Trujillo, Conrad Pla, Danny Blanco Hall, Noah Dalton Danby, Neil Napier, Nolan Gerard Funk, Karl Urban, Andreas Apergis, Keri Hilson",Vin Diesel,"Vin Diesel, Jordi Mollà","Left for dead on a sun-scorched planet, Riddick finds himself up against an alien race of predators. Activating an emergency beacon alerts two ships: one carrying a new breed of mercenary, the other captained by a man from Riddick's past.",Left for dead on a sun-scorched,6.4,"$42,217,310.49 ","$46,689,162.44 ","$8,689,162.44 ","$109,250,950.42 ","$67,033,639.93 "
When a Stranger Calls,2006,Horror, Thriller,,87,USA,English,Simon West,"Jake Wade Wall, Steve Feke","Camilla Belle, Tommy Flanagan, Katie Cassidy, Tessa Thompson, Brian Geraghty, Clark Gregg, Derek de Lint, Kate Jennings Grant, David Denman, Arthur Young, Madeline Carroll, Steve Eastin, John Bobek, Brad Surosky, Karina Logue",Camilla Belle,"Camilla Belle, Tommy Flanagan","During a babysitting gig, a high-school student is harassed by an increasingly threatening prank caller.","During a babysitting gig, a high-school",5.1,"$19,256,770.83 ","$61,442,211.54 ","$46,442,211.54 ","$86,093,328.95 ","$66,836,558.12 "
Watchmen,2009,Action, Drama, Mystery,162,USA,English,Zack Snyder,"David Hayter, Alex Tse","Malin Akerman, Billy Crudup, Matthew Goode, Jackie Earle Haley, Jeffrey Dean Morgan, Patrick Wilson, Carla Gugino, Matt Frewer, Stephen McHattie, Laura Mennell, Rob LaBelle, Gary Houston, James M. Connor, Mary Ann Burger, John Shaw",Malin Akerman,"Malin Akerman, Billy Crudup","In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it.",In 1985 where former superheroes,7.6,"$156,828,099.58 ","$129,696,595.87 ","($303,404.13)","$223,640,263.52 ","$66,812,163.94 "
Paul,2011,Adventure, Comedy, Sci-Fi,104,"USA, UK",English,Greg Mottola,"Simon Pegg, Nick Frost","Mia Stallard, Simon Pegg, Nick Frost, Jeremy Owen, Jeffrey Tambor, David House, Jennifer Granger, Nelson Ascencio, Bobby Lee, Jane Lynch, David Koechner, Jesse Plemons, Seth Rogen, Jason Bateman, Sigourney Weaver",Mia Stallard,"Mia Stallard, Simon Pegg",Two English comic book geeks traveling across the U.S. encounter an alien outside Area 51.,Two English comic book geeks traveling,7,"$46,023,321.88 ","$43,046,700.25 ","$3,046,700.25 ","$112,738,746.53 ","$66,715,424.65 "
Shanghai Noon,2000,Action, Adventure, Comedy,110,"USA, Hong Kong",English,Tom Dey,"Miles Millar, Alfred Gough","Jackie Chan, Owen Wilson, Lucy Liu, Brandon Merrill, Roger Yuan, Xander Berkeley, Rongguang Yu, Cui Ya Hui, Eric Chen, Jason Connery, Walton Goggins, Adrien Dorval, Rafael Báez, Stacy Grant, Kate Luyben",Jackie Chan,"Jackie Chan, Owen Wilson","A Chinese man travels to the Wild West to rescue a kidnapped Princess. After teaming up with a train robber, the unlikely duo takes on a Chinese traitor and his corrupt boss.",A Chinese man travels to the Wild,6.6,"$82,663,211.38 ","$85,575,213.88 ","$30,575,213.88 ","$149,206,295.46 ","$66,543,084.08 "
Moonlight,2016,Drama,,,111,USA,English,Barry Jenkins,"Barry Jenkins, Tarell Alvin McCraney","Mahershala Ali, Shariff Earp, Duan Sanderson, Alex R. Hibbert, Janelle Monáe, Naomie Harris, Jaden Piner, Herman 'Caheei McGloun, Kamal Ani-Bellow, Keomi Givens, Eddie Blanchard, Rudi Goblen, Ashton Sanders, Edson Jean, Patrick Decile",Mahershala Ali,"Mahershala Ali, Shariff Earp","A young African-American man grapples with his identity and sexuality while experiencing the everyday struggles of childhood, adolescence, and burgeoning adulthood.",A young African-American man grapples,7.4,"$4,313,390.86 ","$30,037,302.27 ","$26,037,302.27 ","$70,455,576.54 ","$66,142,185.68 "
Along Came a Spider,2001,Drama, Thriller,,104,"USA, Germany, Canada",English,Lee Tamahori,"James Patterson, Marc Moss","Morgan Freeman, Monica Potter, Michael Wincott, Dylan Baker, Mika Boorem, Anton Yelchin, Kim Hawthorne, Jay O. Sanders, Billy Burke, Michael Moriarty, Penelope Ann Miller, Anna Maria Horsford, Scott Heindl, Christopher Shyer, Jill Teed",Morgan Freeman,"Morgan Freeman, Monica Potter","When a congressman's daughter under Secret Service protection is kidnapped from a private school, detective Alex Cross investigates the case even though he's recovering from the loss of his partner.",When a congressman's daughter,6.4,"$87,683,003.95 ","$108,256,613.73 ","$48,256,613.73 ","$153,706,203.00 ","$66,023,199.05 "
Poltergeist,2015,Horror, Thriller,,93,"USA, Canada",English,Gil Kenan,"David Lindsay-Abaire, Steven Spielberg","Sam Rockwell, Rosemarie DeWitt, Saxon Sharbino, Kyle Catlett, Kennedi Clements, Jared Harris, Jane Adams, Susan Heyward, Nicholas Braun, Karen Ivany, Patrick Garrow, Doug MacLeod, Eve Crawford, L.A. Lopes, Soma Chhaya",Sam Rockwell,"Sam Rockwell, Rosemarie DeWitt",A family whose suburban home is haunted by evil forces must come together to rescue their youngest daughter after the apparitions take her captive.,A family whose suburban home is,4.9,"$38,218,292.36 ","$51,785,922.64 ","$16,785,922.64 ","$104,213,633.05 ","$65,995,340.69 "
Swordfish,2001,Action, Crime, Thriller,99,USA,English,Dominic Sena,Skip Woods,"John Travolta, Hugh Jackman, Halle Berry, Don Cheadle, Sam Shepard, Vinnie Jones, Drea de Matteo, Rudolf Martin, Zach Grenier, Camryn Grimes, Angelo Pagán, Chic Daniel, Kirk B.R. Woller, Carmen Argenziano, Tim DeKay",John Travolta,"John Travolta, Hugh Jackman","A covert counter-terrorist unit called Black Cell led by Gabriel Shear wants the money to help finance their war against international terrorism, but it's all locked away. Gabriel brings in convicted hacker Stanley Jobson to help him.",A covert counter-terrorist unit,6.5,"$149,061,106.72 ","$101,965,058.61 ","($34,941.39)","$214,940,873.91 ","$65,879,767.19 "
Scream 4,2011,Horror, Mystery,,111,USA,English,Wes Craven,Kevin Williamson,"Lucy Hale, Roger Jackson, Shenae Grimes-Beech, Dane Farwell, Anna Paquin, Kristen Bell, Aimee Teegarden, Britt Robertson, Neve Campbell, Alison Brie, David Arquette, Courteney Cox, Hayden Panettiere, Emma Roberts, Marielle Jaffe",Lucy Hale,"Lucy Hale, Roger Jackson","Ten years have passed, and Sidney Prescott, who has put herself back together thanks in part to her writing, is visited by the Ghostface Killer.","Ten years have passed, and Sidney",6.1,"$46,023,321.88 ","$43,930,328.47 ","$3,930,328.47 ","$111,872,823.48 ","$65,849,501.60 "
Miracles from Heaven,2016,Biography, Drama, Family,109,USA,English,Patricia Riggen,"Christy Beam, Randy Brown","Jennifer Garner, Kylie Rogers, Martin Henderson, Brighton Sharbino, Courtney Fansler, Queen Latifah, Eugenio Derbez, Kelly Collins Lintz, John Carroll Lynch, Brandon Spink, Rhoda Griffis, Erica McGee, Wayne Pére, Bruce Altman, Hannah Alligood",Jennifer Garner,"Jennifer Garner, Kylie Rogers",Based on the incredible true story of the Beam family.,Based on the incredible true story,7.1,"$14,018,520.29 ","$66,539,578.38 ","$53,539,578.38 ","$79,779,402.22 ","$65,760,881.93 "
Rush,2013,Action, Biography, Drama,123,"UK, Germany, USA",English,Ron Howard,Peter Morgan,"Chris Hemsworth, Daniel Brühl, Olivia Wilde, Alexandra Maria Lara, Pierfrancesco Favino, David Calder, Natalie Dormer, Stephen Mangan, Christian McKay, Alistair Petrie, Julian Rhind-Tutt, Colin Stinton, Jamie de Courcey, Augusto Dallara, Ilario Calvo",Chris Hemsworth,"Chris Hemsworth, Daniel Brühl",The merciless 1970s rivalry between Formula One rivals,The merciless 1970s rivalry between,8.1,"$42,217,310.49 ","$29,938,321.30 ","($8,061,678.70)","$107,746,363.24 ","$65,529,052.75 "
Nights in Rodanthe,2008,Drama, Romance,,97,"USA, Australia",English,George C. Wolfe,"Ann Peacock, John Romano","Richard Gere, Diane Lane, Christopher Meloni, Viola Davis, Becky Ann Baker, Scott Glenn, Linda Molloy, Pablo Schreiber, Mae Whitman, Charlie Tahan, Carolyn McCormick, Ted Manson, Ato Essandoh, Terri Denise Johnson, Jessica Lucas",Richard Gere,"Richard Gere, Diane Lane","A doctor, who is travelling to see his estranged son, sparks with an unhappily married woman at a North Carolina inn.","A doctor, who is travelling to",6,"$36,062,340.05 ","$50,307,756.54 ","$20,307,756.54 ","$101,425,747.31 ","$65,363,407.26 "
John Tucker Must Die,2006,Comedy, Romance,,89,"USA, Canada",English,Betty Thomas,Jeff Lowell,"Jesse Metcalfe, Brittany Snow, Ashanti, Sophia Bush, Arielle Kebbel, Penn Badgley, Jenny McCarthy, Terrell J. Ramsey, Kevin McNulty, Patricia Drake, Amanda Li, Jeffrey Ballard, Taylor Kitsch, Steve Bacic, Dean Wray",Jesse Metcalfe,"Jesse Metcalfe, Brittany Snow",Three ex-girlfriends of a serial cheater set up their former lover to fall for the new girl in town so they can watch him get his heart broken.,Three ex-girlfriends of a serial,5.8,"$23,108,125.00 ","$52,650,208.01 ","$34,650,208.01 ","$88,381,870.35 ","$65,273,745.35 "
Open Range,2003,Action, Drama, Romance,139,USA,English,Kevin Costner,"Lauran Paine, Craig Storper","Robert Duvall, Kevin Costner, Annette Bening, Michael Gambon, Michael Jeter, Diego Luna, James Russo, Abraham Benrubi, Dean McDermott, Kim Coates, Herb Kohler, Peter MacNeill, Cliff Saunders, Patricia Stutz, Julian Richings",Robert Duvall,"Robert Duvall, Kevin Costner",A former gunslinger is forced to take up arms again when he and his cattle crew are threatened by a corrupt lawman.,A former gunslinger is forced,7.4,"$30,944,793.48 ","$82,047,664.02 ","$60,047,664.02 ","$96,064,303.74 ","$65,119,510.26 "
The Grudge 2,2006,Horror, Thriller,,102,"USA, Japan",English,Takashi Shimizu,"Stephen Susco, Takashi Shimizu","Sarah Michelle Gellar, Amber Tamblyn, Arielle Kebbel, Takako Fuji, Edison Chen, Sarah Roemer, Matthew Knight, Misako Uno, Teresa Palmer, Ohga Tanaka, Yuya Ozeki, Jennifer Beals, Christopher Cousins, Zen Kajihara, Takashi Matsuyama",Sarah Michelle Gellar,Sarah Michelle Gellar,Three interwoven stories about a terrible curse. A young woman encounters a malevolent supernatural force while searching for her missing sister in Tokyo; a mean high school prank goes horribly wrong; a woman with a deadly secret moves into a Chicago apartment building.,Three interwoven stories about,5.1,"$25,675,694.44 ","$50,252,262.48 ","$30,252,262.48 ","$90,777,926.16 ","$65,102,231.72 "
Silent Hill,2006,Horror,,,125,"Canada, France, Japan, Australia",English,Christophe Gans,Roger Avary,"Radha Mitchell, Sean Bean, Laurie Holden, Deborah Kara Unger, Kim Coates, Tanya Allen, Alice Krige, Jodelle Ferland, Colleen Williams, Ron Gabriel, Eve Crawford, Derek Ritschel, Amanda Hiebert, Nicky Guadagni, Maxine Dumont",Radha Mitchell,"Radha Mitchell, Sean Bean","A woman, Rose, goes in search for her adopted daughter within the confines of a strange, desolate town called Silent Hill.","A woman, Rose, goes in search",6.5,"$64,189,236.11 ","$60,315,585.17 ","$10,315,585.17 ","$129,155,335.29 ","$64,966,099.18 "
Obsessed,2009,Drama, Romance, Thriller,108,USA,English,Steve Shill,David Loughery,"Idris Elba, Beyoncé, Ali Larter, Jerry O'Connell, Bonnie Perlman, Christine Lahti, Nathan Myers, Nicolas Myers, Matthew Humphreys, Scout Taylor-Compton, Richard Ruccolo, Bryan Ross, Nelson Mashita, Bruce McGill, Ron Roggé",Idris Elba,"Idris Elba, Beyoncé","A successful asset manager, who has just received a huge promotion, is blissfully happy in his career and in his marriage. But when a temp worker starts stalking him, all the things he's worked so hard for are placed in jeopardy.","A successful asset manager, who",5,"$24,127,399.94 ","$82,348,799.25 ","$62,348,799.25 ","$89,066,715.47 ","$64,939,315.53 "
Green Zone,2010,Action, Drama, Thriller,115,"UK, France, Spain, USA",English,Paul Greengrass,"Brian Helgeland, Rajiv Chandrasekaran","Igal Naor, Said Faraj, Faycal Attougui, Aymen Hamdouchi, Matt Damon, Nicoye Banks, Jerry Della Salla, Sean Huze, Michael J. Dwyer, Edouard H.R. Gluck, Brian Siefkes, Adam Wendling, Abdul Henderson, Paul Karsko, Robert Miller",Igal Naor,"Igal Naor, Said Faraj",Discovering covert and faulty intelligence causes a U.S. Army officer to go rogue as he hunts for Weapons of Mass Destruction in an unstable region.,Discovering covert and faulty,6.8,"$118,690,152.99 ","$41,605,242.68 ","($58,394,757.32)","$183,627,242.45 ","$64,937,089.46 "
Scary Movie 5,2013,Comedy, Horror,,88,USA,English,"Malcolm D. Lee, David Zucker","David Zucker, Pat Proft","Ashley Tisdale, Simon Rex, Gracie Whitton, Ava Kolker, Dylan Morris, Ryan Morris, Lidia Porto, Darrell Hammond, Snoop Dogg, Mac Miller, Erica Ash, J.P. Manoux, Molly Shannon, Josh Robert Thompson, Marisa Saks",Ashley Tisdale,"Ashley Tisdale, Simon Rex","A couple begin to experience some unusual activity after bringing their lost nieces and nephew home. With the help of home-surveillance cameras, they learn they're being stalked by a nefarious demon.",A couple begin to experience some,3.5,"$22,219,637.10 ","$35,568,958.43 ","$15,568,958.43 ","$87,077,362.40 ","$64,857,725.30 "
Jeepers Creepers 2,2003,Horror,,,106,USA,English,Victor Salva,"Victor Salva, Victor Salva","Ray Wise, Jonathan Breck, Garikayi Mutambirwa, Eric Nenninger, Nicki Aycox, Travis Schiffner, Lena Cardwell, Billy Aaron Brown, Marieh Delfino, Diane Delano, Thom Gossom Jr., Tom Tarantini, Al Santos, Josh Hammond, Kasan Butcher",Ray Wise,"Ray Wise, Jonathan Breck","Set a few days after the original, a championship basketball team's bus is attacked by The Creeper, the winged, flesh-eating terror, on the last day of his 23-day feeding frenzy.","Set a few days after the original,",5.6,"$23,911,885.87 ","$50,168,849.77 ","$33,168,849.77 ","$88,759,043.97 ","$64,847,158.10 "
Precious,2009,Drama,,,110,USA,English,Lee Daniels,"Geoffrey Fletcher, Sapphire","Gabourey Sidibe, Mo'Nique, Paula Patton, Mariah Carey, Sherri Shepherd, Lenny Kravitz, Stephanie Andujar, Chyna Layne, Amina Robinson, Xosha Roquemore, Angelic Zambrana, Aunt Dot, Nealla Gordon, Grace Hightower, Barret Helms",Gabourey Sidibe,"Gabourey Sidibe, Mo'Nique","In New York City's Harlem circa 1987, an overweight, abused, illiterate teen who is pregnant with her second child is invited to enroll in an alternative school in hopes that her life can head in a new direction.",In New York City's Harlem circa,7.3,"$12,063,699.97 ","$57,382,827.40 ","$47,382,827.40 ","$76,784,882.10 ","$64,721,182.13 "
I Feel Pretty,2018,Comedy, Romance,,110,"China, USA",English,"Abby Kohn, Marc Silverstein","Abby Kohn, Marc Silverstein","Amy Schumer, Michelle Williams, Tom Hopper, Rory Scovel, Adrian Martinez, Emily Ratajkowski, Aidy Bryant, Busy Philipps, Lauren Hutton, Sasheer Zamata, Angela Davis, Caroline Day, Anastagia Pierre, Gia Crovatin, Olivia Culpo",Amy Schumer,"Amy Schumer, Michelle Williams","A woman struggling with insecurity wakes from a fall believing she is the most beautiful and capable woman on the planet. Her new confidence empowers her to live fearlessly, but what happens when she realizes her appearance never changed?",A woman struggling with insecurity,5.5,"$32,981,764.75 ","$50,292,657.28 ","$18,292,657.28 ","$97,439,909.61 ","$64,458,144.86 "
